videoId,channelId,channelTitle,publishTime,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,liveBroadcastContent
66HM9LaCnQw,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-06T13:00:14Z,ไม่ชอบนิสัยคนในครอบครัว ทำอย่างไรดี? เมื่อไม่อยากจะทนอีกต่อไป,ไม่ชอบนิสัยคนในครอบครัว ทำอย่างไรดี? เมื่อไม่อยากจะทนอีกต่อไป 00:00 l เริ่ม 02:20 l ทำอย่างไรดีถ้าเราไม่ชอบนิสัยคนในครอบครัว ? 21:45 l ...,https://i.ytimg.com/vi/66HM9LaCnQw/default.jpg,https://i.ytimg.com/vi/66HM9LaCnQw/mqdefault.jpg,https://i.ytimg.com/vi/66HM9LaCnQw/hqdefault.jpg,none
smrI5r4U97c,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-06T12:36:23Z,ค้นเข้าไปภายในหัวใจก่อนนอน วันนี้เราลืมอะไรไปหรือเปล่า - ฟังก่อนนอน EP.2,Alljit ร่วมกับคุณวันเฉลิม คงคาหลวง (นักจิตวิทยาการปรึกษา) เจ้าของแฟนเพจ Trust.นักจิตวิทยาการปรึกษา 00:00 | เริ่ม 00:26 ...,https://i.ytimg.com/vi/smrI5r4U97c/default.jpg,https://i.ytimg.com/vi/smrI5r4U97c/mqdefault.jpg,https://i.ytimg.com/vi/smrI5r4U97c/hqdefault.jpg,none
6e-UhblR96E,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-06T08:32:22Z,เคลียร์ใจก่อนนอน ให้เรานอนหลับง่ายมากขึ้น - ฟังก่อนนอน EP.1,เคลียร์เรื่องลบๆ ภายในใจที่ทำให้เรานอนไม่หลับ ทำให้เราหลับง่ายขึ้น - ฟังก่อนนอน EP.1 Alljit ร่วมกับคุณวันเฉลิม คงคาหลวง ...,https://i.ytimg.com/vi/6e-UhblR96E/default.jpg,https://i.ytimg.com/vi/6e-UhblR96E/mqdefault.jpg,https://i.ytimg.com/vi/6e-UhblR96E/hqdefault.jpg,none
MNwS5_CuJQI,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-05T13:00:15Z,ทำอย่างไร เมื่อความรัก ไม่ถูกใจคนในครอบครัว..,ทำอย่างไร เมื่อความรัก ไม่ถูกใจคนในครอบครัว.. 00:00 l เริ่ม 00:50 l ทำความเข้าใจในวัฒนธรรมของแต่ละครอบครัว 03:00 l ...,https://i.ytimg.com/vi/MNwS5_CuJQI/default.jpg,https://i.ytimg.com/vi/MNwS5_CuJQI/mqdefault.jpg,https://i.ytimg.com/vi/MNwS5_CuJQI/hqdefault.jpg,none
pxtEdDiu4nc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-04T14:00:15Z,แบบไหนควรพบนักจิตวิทยา ต้องเตรียมตัวอย่างไรก่อนเข้าพบนักจิตวิทยา,ต้องเตรียมตัวอย่างไรหากอยากปรึกษาสุขภาพจิต แบบไหนถึงพบนักจิตวิทยา 00:00 l เริ่ม 00:50 l ปกติหรือไม่ปกติแยกอย่างไร ? 07:15 l ...,https://i.ytimg.com/vi/pxtEdDiu4nc/default.jpg,https://i.ytimg.com/vi/pxtEdDiu4nc/mqdefault.jpg,https://i.ytimg.com/vi/pxtEdDiu4nc/hqdefault.jpg,none
ztOEvFdCxh4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-03T14:00:12Z,วิธีเลิกแคร์คนอื่น ว่าเขาจะมองเราอย่างไร? เลิกกลัวว่าเขา จะไม่ชอบเรา,วิธีการเลิกแคร์คนอื่น ว่าเขาจะมองเราอย่างไร? เลิกกลัวว่าเขา จะไม่ชอบเรา เพราะมีหลายครั้งที่ เราแคร์คนอื่นมากเกินไป ...,https://i.ytimg.com/vi/ztOEvFdCxh4/default.jpg,https://i.ytimg.com/vi/ztOEvFdCxh4/mqdefault.jpg,https://i.ytimg.com/vi/ztOEvFdCxh4/hqdefault.jpg,none
mqWYNnE6HKg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-02T15:08:26Z,รวม Podcast จิตวิทการนอนหลับและความฝัน แก้ปัญหานอนไม่หลับ - Long Play,รวม Podcast จิตวิทการนอนหลับและความฝัน แก้ปัญหานอนไม่หลับ - Long Play 00:00 | เริ่ม 00:10 | ความฝันเกิดจากอะไร? 18:00 ...,https://i.ytimg.com/vi/mqWYNnE6HKg/default.jpg,https://i.ytimg.com/vi/mqWYNnE6HKg/mqdefault.jpg,https://i.ytimg.com/vi/mqWYNnE6HKg/hqdefault.jpg,none
mEnS_CruGZo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-02T13:29:13Z,เข้าใจเด็กบ้าง.. ความเครียดในวัยรุ่น ไม่ใช่เรื่องเล็ก ไม่ใช่เรื่องไร้สาระ,เข้าใจเด็กบ้าง.. ความเครียดในวัยรุ่น ไม่ใช่เรื่องเล็ก ไม่ใช่เรื่องไร้สาระ 00:00 l เริ่ม 01:40 l เข้าใจความเครียดในวัยรุ่น 07:45 l ...,https://i.ytimg.com/vi/mEnS_CruGZo/default.jpg,https://i.ytimg.com/vi/mEnS_CruGZo/mqdefault.jpg,https://i.ytimg.com/vi/mEnS_CruGZo/hqdefault.jpg,none
2ngSlTLBG9M,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-02T07:32:25Z,รวม Podcast สำหรับคนคิดมาก คนที่ชอบเก็บทุกเรื่องมาคิด - Long Play,รวม Podcast สำหรับคนคิดมาก คนที่ชอบเก็บทุกเรื่องมาคิด คิดมาจนเครียด คิดมากจนนอนไม่หลับ รวม Podcast จาก 4 ตอนสำคัญรวบมาไว้บน ...,https://i.ytimg.com/vi/2ngSlTLBG9M/default.jpg,https://i.ytimg.com/vi/2ngSlTLBG9M/mqdefault.jpg,https://i.ytimg.com/vi/2ngSlTLBG9M/hqdefault.jpg,none
CrPfRLmF1Ug,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-10-01T10:02:22Z,มีความสุขที่ได้อยู่คนเดียว ชอบอยู่ตามลำพัง บุคลิกภาพ Introvert - Long Play,มีความสุขที่ได้อยู่คนเดียว ชอบอยู่ตามลำพัง บุคลิกภาพ Introvert 00:00 | เริ่ม 00:10 | ชอบอยู่คนเดียว ชอบทำอะไรคนเดียวแปลกไหม? 13:49 ...,https://i.ytimg.com/vi/CrPfRLmF1Ug/default.jpg,https://i.ytimg.com/vi/CrPfRLmF1Ug/mqdefault.jpg,https://i.ytimg.com/vi/CrPfRLmF1Ug/hqdefault.jpg,none
z0jeI5sziVU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-30T14:00:12Z,ความรู้สึกว่างเปล่า เหนื่อย ไม่อยากทำอะไรเลย จนกระทบชีวิตประจำวัน,ความรู้สึกว่างเปล่า เหนื่อย ไม่อยากทำอะไรเลย จนกระทบชีวิตประจำวัน 00:00 l เริ่ม 00:36 l เราเคยเบื่อกันบ้างไหม ? 02:50 l ความเบื่อเกิดจาก ?,https://i.ytimg.com/vi/z0jeI5sziVU/default.jpg,https://i.ytimg.com/vi/z0jeI5sziVU/mqdefault.jpg,https://i.ytimg.com/vi/z0jeI5sziVU/hqdefault.jpg,none
tNu0VrsKA3o,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-29T14:00:13Z,จิตวิทยาความรัก ระหว่าง คนที่เรารัก และ คนที่รักเรา,เมื่อไหร่ก็ตามที่มีคนสองคนเข้ามาในความสัมพันธ์ การเลือกระหว่าง “ คนที่เรารักและคนที่รักเรา ” คนแบบไหนที่เราควรเลือก ...,https://i.ytimg.com/vi/tNu0VrsKA3o/default.jpg,https://i.ytimg.com/vi/tNu0VrsKA3o/mqdefault.jpg,https://i.ytimg.com/vi/tNu0VrsKA3o/hqdefault.jpg,none
ZaE_Yc0DWHA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-27T13:30:14Z,วิธีฝึกเป็นคนคิดบวก บนพื้นฐานความเป็นจริง ตามหลักจิตวิทยา,เคยได้ยินคำว่า คิดบวก ไหม? การคิดบวกบางคนอาจจะคิดว่า การคิดบวกคือการคิดให้ออกมาสวย ๆ คิดให้ดี ๆ เพื่อช่วยทำให้เรารู้สึกดีมากขึ้น แต่จริง ๆ ...,https://i.ytimg.com/vi/ZaE_Yc0DWHA/default.jpg,https://i.ytimg.com/vi/ZaE_Yc0DWHA/mqdefault.jpg,https://i.ytimg.com/vi/ZaE_Yc0DWHA/hqdefault.jpg,none
5gUUVgJKEn8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-26T13:30:14Z,เมื่อชีวิตคู่ไม่มีความสุข ทำอย่างไรดี สัญญาณอันตรายในชีวิตคู่,เมื่อชีวิตคู่ไม่มีความสุขจะทำอย่างไรดี? สัญญาณอันตรายในชีวิตคู่ 00:00 l เริ่ม 02:00 l สัญญาณเตือนของความสัมพันธ์ในชีวิตคู่ 14:40 l ...,https://i.ytimg.com/vi/5gUUVgJKEn8/default.jpg,https://i.ytimg.com/vi/5gUUVgJKEn8/mqdefault.jpg,https://i.ytimg.com/vi/5gUUVgJKEn8/hqdefault.jpg,none
veT1UNm4hfo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-26T08:24:17Z,รวม Podcast จิตวิทยาชีวิตคู่ ไม่ได้โรยด้วยกลีบกุหลาบ โดยนักจิตวิทยา - Long Play,ชีวิตคู่ ไม่ได้โรยด้วยกลีบกุหลาบ โดยนักจิตวิทยาการปรึกษา - Long Play 00:00 l เริ่ม 00:10 l ทำไมเราถึงตกหลุมรักให้กับคนนิสัยคล้ายๆเดิม ...,https://i.ytimg.com/vi/veT1UNm4hfo/default.jpg,https://i.ytimg.com/vi/veT1UNm4hfo/mqdefault.jpg,https://i.ytimg.com/vi/veT1UNm4hfo/hqdefault.jpg,none
RX6EKdmsOwo,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-25T13:30:13Z,วิธีเลิกนิสัยเจ้าคิดเจ้าแค้น แค้นนี้ต้องคืนสนอง! โดยนักจิตวิทยา,วิธีเลิกนิสัยเจ้าคิดเจ้าแค้น แค้นนี้ต้องคืนสนอง! โดยนักจิตวิทยา 00:00 l เริ่ม 00:50 l กลไกการแก้แค้น 04:19 l จะเริ่มยังไงดี ...,https://i.ytimg.com/vi/RX6EKdmsOwo/default.jpg,https://i.ytimg.com/vi/RX6EKdmsOwo/mqdefault.jpg,https://i.ytimg.com/vi/RX6EKdmsOwo/hqdefault.jpg,none
6um_hYb7M2I,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-24T13:30:13Z,ความฝันของพ่อแม่ คือสิ่งที่ลูกควรทำใช่ไหม? โดยนักจิตวิทยา,ความฝันของพ่อแม่ คือสิ่งที่ลูกควรทำใช่ไหม? โดยนักจิตวิทยา 00:00 l เริ่ม 01:30 l ถ้าเราไม่ทำตามที่พ่อแม่กำหนดไว้ เราจะผิดไหม ? 10:20 l ...,https://i.ytimg.com/vi/6um_hYb7M2I/default.jpg,https://i.ytimg.com/vi/6um_hYb7M2I/mqdefault.jpg,https://i.ytimg.com/vi/6um_hYb7M2I/hqdefault.jpg,none
jJxNq_7g7B0,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-24T07:16:30Z,ทำอย่างไรเมื่อเราเป็น &quot;คนชอบคิดมาก&quot; หมุนวนอยู่ในหัว,"ทำอย่างไรเมื่อเราเป็น ""คนชอบคิดมาก"" หมุนวนอยู่ในหัว #นักจิตวิทยา #คิดมาก รวมบทความสุขภาพใจใน - https://www.alljitblog.com/ ฟัง Alljit ...",https://i.ytimg.com/vi/jJxNq_7g7B0/default.jpg,https://i.ytimg.com/vi/jJxNq_7g7B0/mqdefault.jpg,https://i.ytimg.com/vi/jJxNq_7g7B0/hqdefault.jpg,none
FaT1ZNMfrRg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-23T13:30:13Z,คุณ &#39;ชอบโทษตัวเอง&#39; หรือไม่ ให้อภัยตัวเองได้หรือเปล่า,คุณ 'ชอบโทษตัวเอง' หรือไม่ ให้อภัยตัวเองได้หรือเปล่า 00:00 l เริ่ม 02:05 l ทำไมเราถึงเกิดความคิดโทษตัวเอง 05:03 l ...,https://i.ytimg.com/vi/FaT1ZNMfrRg/default.jpg,https://i.ytimg.com/vi/FaT1ZNMfrRg/mqdefault.jpg,https://i.ytimg.com/vi/FaT1ZNMfrRg/hqdefault.jpg,none
yd4jqDNbBzE,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-23T10:40:46Z,นิสัยที่ต้องเลิก แล้วจะดีต่อชีวิตคู่ ตามหลักจิตวิทยาความรัก - Long Play,นิสัยที่ต้องเลิก แล้วจะดีต่อ #ชีวิตคู่ ตามหลัก #จิตวิทยาความรัก 00:00 | เริ่ม 00:09 | แฟนขี้หึงมากเกินไป ทำอย่างไรดี? 18:17 ...,https://i.ytimg.com/vi/yd4jqDNbBzE/default.jpg,https://i.ytimg.com/vi/yd4jqDNbBzE/mqdefault.jpg,https://i.ytimg.com/vi/yd4jqDNbBzE/hqdefault.jpg,none
efbEA8DAMqQ,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-22T13:00:33Z,เทคนิคการจัดการความโกรธ จัดการอารมณ์ร้อนของตัวเอง ฉบับนักจิตวิทยา,เทคนิคการจัดการความโกรธ #จัดการอารมณ์ร้อน ของตัวเอง ฉบับ #นักจิตวิทยา 00:00 l เริ่ม 01:29 l ถ้าเราโกรธเราผิดไหม ? 03:03 l ...,https://i.ytimg.com/vi/efbEA8DAMqQ/default.jpg,https://i.ytimg.com/vi/efbEA8DAMqQ/mqdefault.jpg,https://i.ytimg.com/vi/efbEA8DAMqQ/hqdefault.jpg,none
RDWsWe0i6kY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-21T14:00:18Z,วิธีรักตัวเองให้มากขึ้น เข้าใจตัวเองมากขึ้น ด้วยจิตวิทยาการรักตัวเอง,วิธีรักตัวเองให้มากขึ้น เข้าใจตัวเองมากขึ้น ด้วย #จิตวิทยาการรักตัวเอง 00:00 l เริ่ม 01:29 l ปัจจัยทางจิตวิทยาที่ก่อให้เกิดความเครียด ? 05:15 l ...,https://i.ytimg.com/vi/RDWsWe0i6kY/default.jpg,https://i.ytimg.com/vi/RDWsWe0i6kY/mqdefault.jpg,https://i.ytimg.com/vi/RDWsWe0i6kY/hqdefault.jpg,none
ESZYHDg-6nA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-21T08:20:30Z,แฟนนอกใจอยู่หรือป่าว? มาเช็คกันหน่อย,แฟนนอกใจอยู่หรือป่าว? มาเช็คกันหน่อย #จิตวิทยาความรัก #แฟนนอกใจ รวมบทความสุขภาพใจใน - https://www.alljitblog.com/ ฟัง Alljit ...,https://i.ytimg.com/vi/ESZYHDg-6nA/default.jpg,https://i.ytimg.com/vi/ESZYHDg-6nA/mqdefault.jpg,https://i.ytimg.com/vi/ESZYHDg-6nA/hqdefault.jpg,none
XLMKyRLSF4g,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-20T14:00:14Z,สมาธิสั้นในผู้ใหญ่ แก้ไขอย่างไร ? จิตใจชอบวอกแวกอยู่ตลอดเวลา,สมาธิสั้นในผู้ใหญ่ แก้ไขอย่างไร ? #จิตใจชอบวอกแวก อยู่ตลอดเวลา 00:00 l เริ่ม 00:40 l ตัวเราเองมีปัญหาด้านสมาธิหรือเปล่า ? 02:40 l 5 ...,https://i.ytimg.com/vi/XLMKyRLSF4g/default.jpg,https://i.ytimg.com/vi/XLMKyRLSF4g/mqdefault.jpg,https://i.ytimg.com/vi/XLMKyRLSF4g/hqdefault.jpg,none
NaNrmMDC0v0,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-20T11:45:56Z,รวม Podcast ไม่มั่นคงในความรัก ไม่มั่นใจในความสัมพันธ์ โดยนักจิตวิทยาการปรึกษา - Long Play,รวม Podcast ไม่มั่นคงในความรัก ไม่มั่นใจในความสัมพันธ์ โดยนักจิตวิทยาการปรึกษา - Long Play 00:00 l เริ่ม 00:10 l ทะเลาะกับแฟนบ่อยๆ ...,https://i.ytimg.com/vi/NaNrmMDC0v0/default.jpg,https://i.ytimg.com/vi/NaNrmMDC0v0/mqdefault.jpg,https://i.ytimg.com/vi/NaNrmMDC0v0/hqdefault.jpg,none
LTVy8KwK4qA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-19T14:00:27Z,ทำไมลูกไม่ฟังพ่อแม่บ้าง หรือจริงๆแล้ว พ่อแม่ยังไม่เปิดใจฟังลูก,ทำไมลูกไม่อยากเล่าปัญหาให้พ่อแม่ฟัง หรืออยากเล่านะ แต่คิดว่าไม่เล่าดีกว่า 00:00 l เริ่ม 01:20 l สาเหตุของปัญหาที่เกิดขึ้นในครอบครัว 03:45 l ...,https://i.ytimg.com/vi/LTVy8KwK4qA/default.jpg,https://i.ytimg.com/vi/LTVy8KwK4qA/mqdefault.jpg,https://i.ytimg.com/vi/LTVy8KwK4qA/hqdefault.jpg,none
E7r53VjXfY4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-19T08:41:58Z,รวม Podcast ชีวิตคู่ กับวิธีรักษาความสัมพันธ์ โดยนักจิตวิทยาการปรึกษา - Long Play,ชีวิตคู่ กับ #วิธีรักษาความสัมพันธ์ โดยนักจิตวิทยา #จิตวิทยาความรัก 00:00 l เริ่ม 00:11 | พฤติกรรมทำลายชีวิตคู่ 29:27 | รู้สึกเหนื่อยกับชีวิตคู่ ...,https://i.ytimg.com/vi/E7r53VjXfY4/default.jpg,https://i.ytimg.com/vi/E7r53VjXfY4/mqdefault.jpg,https://i.ytimg.com/vi/E7r53VjXfY4/hqdefault.jpg,none
bPEGCYt1MxA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-18T14:00:15Z,สำรวจตัวเอง ว่าเป็น Introvert หรือไม่? แล้ว Introvert คืออะไร? มีความสุขเมื่ออยู่คนเดียว,สำรวจตัวเอง ว่าเป็น Introvert หรือไม่? แล้ว Introvert คืออะไร? มีความสุขเมื่ออยู่คนเดียว ถือว่าปกติไหม? เพราะบางทีการอยู่คนเดียว ...,https://i.ytimg.com/vi/bPEGCYt1MxA/default.jpg,https://i.ytimg.com/vi/bPEGCYt1MxA/mqdefault.jpg,https://i.ytimg.com/vi/bPEGCYt1MxA/hqdefault.jpg,none
s10LKPTsFRQ,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-18T10:21:11Z,รวม Podcast จิตวิทยาความรัก เกี่ยวกับแฟนเก่า โดยนักจิตวิทยาการปรึกษา - Long Play,จิตวิทยาความรัก เกี่ยวกับ #แฟนเก่า โดย #นักจิตวิทยาการปรึกษา 00:00 l เริ่ม 00:10 นาที | ลืมแฟนเก่าไม่ได้ทำอย่างไรดี? 15:51 นาที ...,https://i.ytimg.com/vi/s10LKPTsFRQ/default.jpg,https://i.ytimg.com/vi/s10LKPTsFRQ/mqdefault.jpg,https://i.ytimg.com/vi/s10LKPTsFRQ/hqdefault.jpg,none
CiyZOme_b4Q,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-17T14:00:13Z,เคยไหม? เราโพสต์รูปลง แต่ทำไมชอบมีคนๆนึงมา บูลลี่รูปร่าง หน้าตาเรา มันสนุกหรอ?,เคยไหม? เราโพสต์รูปลง แต่ทำไมชอบมีคนๆนึงมา บูลลี่รูปร่าง หน้าตาเรา มันสนุกหรอ? 00:00 l เริ่ม 01:15 l สื่อ Social มีอิทธิพลอย่างไรกับเราบ้าง ...,https://i.ytimg.com/vi/CiyZOme_b4Q/default.jpg,https://i.ytimg.com/vi/CiyZOme_b4Q/mqdefault.jpg,https://i.ytimg.com/vi/CiyZOme_b4Q/hqdefault.jpg,none
UUCbyzGfELc,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-16T14:00:11Z,ไม่รู้ว่าตัวเองชอบอะไร? ทำให้ไม่รู้ว่าจะเรียนอะไร ไม่รู้ว่าจะอาชีพอะไร,ไม่รู้ว่าตัวเองชอบอะไร? ทำให้ไม่รู้ว่าจะเรียนอะไร ไม่รู้ว่าจะอาชีพอะไร 00:00 l เริ่ม 02:15 l สำรวจตัวเองว่าจริงๆแล้วเราชอบอะไร ? 12:00 l ...,https://i.ytimg.com/vi/UUCbyzGfELc/default.jpg,https://i.ytimg.com/vi/UUCbyzGfELc/mqdefault.jpg,https://i.ytimg.com/vi/UUCbyzGfELc/hqdefault.jpg,none
HdsfG-mxqjU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-15T14:00:11Z,การตัดใจจากคนรัก การตัดใจจากแฟน เลิกโหยหา โดยนักจิตวิทยา,การตัดใจจากคนรัก การตัดใจจากแฟน เลิกโหยหา เลิกช้ำใจ โดยนักจิตวิทยา 00:00 l เริ่ม 00:40 l ความรักเป็นเรื่องของคนสองคน ? 02:00 l ...,https://i.ytimg.com/vi/HdsfG-mxqjU/default.jpg,https://i.ytimg.com/vi/HdsfG-mxqjU/mqdefault.jpg,https://i.ytimg.com/vi/HdsfG-mxqjU/hqdefault.jpg,none
o90bvloTrZ4,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-15T10:27:24Z,ทำไมคนรัก ถึงนอกใจกัน? ทำไมแฟนถึงนอกใจ,ทำไมคนรัก ถึงนอกใจกัน? ทำไมแฟนถึงนอกใจ ทำไมคนรักถึงนอกใจ ? ตามหลักจิตวิทยา เจาะลึกโครงสร้างภายในใจ ทำไมถึงนอกใจ ชมวีดีโอเต็ม ...,https://i.ytimg.com/vi/o90bvloTrZ4/default.jpg,https://i.ytimg.com/vi/o90bvloTrZ4/mqdefault.jpg,https://i.ytimg.com/vi/o90bvloTrZ4/hqdefault.jpg,none
PgD5F8TqjSA,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-14T14:00:12Z,คิดมาก หยุดคิดไม่ได้ หยุดเครียดไม่ได้ จนเหนื่อยไม่รู้สาเหตุ รับมืออย่างไร?,คิดมาก หยุดคิดไม่ได้ หยุดเครียดไม่ได้ จนเหนื่อยไม่รู้สาเหตุ รับมืออย่างไร? 00:00 l เริ่ม 01:30 l เมื่อเราเป็นคนคิดมาก 07:44 l ...,https://i.ytimg.com/vi/PgD5F8TqjSA/default.jpg,https://i.ytimg.com/vi/PgD5F8TqjSA/mqdefault.jpg,https://i.ytimg.com/vi/PgD5F8TqjSA/hqdefault.jpg,none
c2o-WgGf1c8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-13T14:00:12Z,หมดไฟทำตามความฝัน หมด Passion ในการใช้ชีวิต ทำอย่างไรดี?,อยู่ในยุค.. หมดไฟในการทำตามความฝัน หมด Passion ในการใช้ชีวิต ทำอย่างไรดี? 00:00 l เริ่ม 05:15 l อาการหมดไฟ ภาวะเหนื่อยล้า 14:00 l ...,https://i.ytimg.com/vi/c2o-WgGf1c8/default.jpg,https://i.ytimg.com/vi/c2o-WgGf1c8/mqdefault.jpg,https://i.ytimg.com/vi/c2o-WgGf1c8/hqdefault.jpg,none
bXrZo4dTDKY,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-10T14:00:13Z,ชอบเก็บทุกเรื่องมาคิดจนพาตัวเองดาวน์ จนบางทีทำให้ตัวเองร้องไห้,ชอบเก็บเรื่องต่างๆมาคิดจนพาตัวเองดาวน์ ชอบคิดถึงเรื่องที่ผ่านมาแล้ว ทำให้บางทีก็ร้องไห้ 00:00 l เริ่ม 00:30 l ความคิดของมนุษย์ 01:59 l ...,https://i.ytimg.com/vi/bXrZo4dTDKY/default.jpg,https://i.ytimg.com/vi/bXrZo4dTDKY/mqdefault.jpg,https://i.ytimg.com/vi/bXrZo4dTDKY/hqdefault.jpg,none
NaoVwNphnkU,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-10T11:38:37Z,เข้าใจผู้ป่วยซึมเศร้า ข้างในใจเขาเป็นอย่างไร?,"ผู้ป่วยโรคซึมเศร้าคิดอะไร เข้าใจโลกของ ""โรคซึมเศร้า"" โรคที่กินความสุขเป็นอาหาร - Alljit X รัชดาภรณ์ นักจิตวิทยาคลินิก EP.",https://i.ytimg.com/vi/NaoVwNphnkU/default.jpg,https://i.ytimg.com/vi/NaoVwNphnkU/mqdefault.jpg,https://i.ytimg.com/vi/NaoVwNphnkU/hqdefault.jpg,none
3pipMTAxSH8,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-09T10:33:15Z,สังเกตุตัวเองและคนรอบข้าง ก่อนเข้าสู่ภาวะซึมเศร้า,"ผู้ป่วยโรคซึมเศร้าคิดอะไร เข้าใจโลกของ ""โรคซึมเศร้า"" โรคที่กินความสุขเป็นอาหาร - Alljit X รัชดาภรณ์ นักจิตวิทยาคลินิก EP.",https://i.ytimg.com/vi/3pipMTAxSH8/default.jpg,https://i.ytimg.com/vi/3pipMTAxSH8/mqdefault.jpg,https://i.ytimg.com/vi/3pipMTAxSH8/hqdefault.jpg,none
vF44mDf6mEg,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-03T09:41:34Z,ทำอย่างไร? เมื่อเห็นคนตัดพ้อว่าอยากตาย และมีแนวโน้มคิดฆ่าตัวตาย,ทำอย่างไร? เมื่อเห็นคนตัดพ้อว่าอยากตาย และมีแนวโน้มคิดฆ่าตัวตาย 00:00 l เริ่ม 01:40 l จุดสังเกตของคนที่จะฆ่าตัวตาย 06:15 l เราจะทำอย่างไร ...,https://i.ytimg.com/vi/vF44mDf6mEg/default.jpg,https://i.ytimg.com/vi/vF44mDf6mEg/mqdefault.jpg,https://i.ytimg.com/vi/vF44mDf6mEg/hqdefault.jpg,none
GsNhxgz5io0,UCKIEPfI9D32EnsP6oasduSg,Alljit สุขภาพจิตใจ,2021-09-01T11:15:48Z,โดนเมินจนรู้สึกไร้ตัวตน กี่ครั้งแล้วเป็นคนที่ถูกลืม ทำอย่างไรดี? กับความรู้สึกถูกทอดทิ้ง,โดนเมินจนรู้สึกไร้ตัวตน กี่ครั้งแล้วเป็นคนที่ถูกลืม ทำอย่างไรดี? กับความรู้สึกถูกทอดทิ้ง 00:00 l เริ่ม 01:00 l ถ้าวันหนึ่งเราเป็นคนที่ถูกลืม 02:47 l ...,https://i.ytimg.com/vi/GsNhxgz5io0/default.jpg,https://i.ytimg.com/vi/GsNhxgz5io0/mqdefault.jpg,https://i.ytimg.com/vi/GsNhxgz5io0/hqdefault.jpg,none
